company_name,domain,partner_tech,vertical,country,icp_tier,icp_tier_name,lead_score,sw_monthly_visits,sw_bounce_rate,sw_pages_per_visit,sw_search_traffic_pct,tech_spend
"",mscexplorajourney.co.uk,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,3500
"",mercedes-benz-trucks-rkg.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"ETZME Business",etzme.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Toyota Dream Car USA Art Contest",toyotadreamcarusa.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,3500
"",kohlersignaturestoreparamus.com,"Adobe Experience Manager","Home And Garden",US,1,Commerce,50,,,,,3500
"",eppinghts-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",sotyk-you.com.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",banksiard-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",maatticladder.ie,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3500
"Fraport AG",fraport-usercommittee.com,"Adobe Experience Manager",Travel,"",1,Commerce,50,,,,,3500
"Gopure Travel",gopuretravel.com,"Adobe Experience Manager",Travel,US,1,Commerce,50,,,,,3500
"Robert Locksmith Downey California",robertlocksmithdowneycalifornia.shop,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"The Habitat Advocate",thehabitatadvocate.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3500
"Allianz Worldwide Partners SaS",allianz-worldwide-partners.fr,"Adobe Experience Manager",Unknown,FR,1,Commerce,50,,,,,3500
"",allianzpartners.co.uk,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"SingHealth Group",cgh.com.sg,"Adobe Experience Manager","Health And Fitness",SG,1,Commerce,50,,,,,3500
Attiehmedico,attiehmedico.com,"Adobe Experience Manager","Business And Industrial",SA,1,Commerce,50,,,,,3500
"Dumas Global",dumasglobal.com,"Adobe Experience Manager",Unknown,JP,1,Commerce,50,,,,,3500
"AaCe Corporation",richapp1.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3500
"",merewether-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",mungindi-c.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"Kyrie Locksmith Laguna Niguel California",kyrielocksmithlagunaniguelcalifornia.biz,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Lifetime Roof & Solar",lifetimeroofandsolar.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3500
"",hillend-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"Christchurch Garden Machinery",christchurchgm.co.uk,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,3500
"",girlvolunteercorps.org,"Adobe Experience Manager",Sports,"",1,Commerce,50,,,,,3500
"",bardia-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",mayrung-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",czhyfloor.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3500
"ASTRAZENECA CO",cookienotice.astrazeneca.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,3500
Adventaraus,adventaraus.dk,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Nicholas Locksmith Whittier California",nicholaslocksmithwhittierca.shop,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",holmwood-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",oceanstateofmind.co.za,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,3500
"Rk Digital Solutions",rkdigitalsolutions.in,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",goodooga-c.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",gitanjaliguesthouse.com,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,3500
"",nutricionespecializada.abbott,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
Bayt3,bayt3.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Vitus Personalberatung ",vituspersonalberatung.ch,"Adobe Experience Manager",Unknown,CH,1,Commerce,50,,,,,3500
zowex.in,zowex.in,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",peakhurst-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",allianz-worldwide-partners.pt,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,3500
"",zero-power-electronic.de,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,50,,,,,3500
"",attunga-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",moonsoftware.store,"Adobe Experience Manager",Unknown,MA,1,Commerce,50,,,,,3500
"",mercedes-benz-trucks-zitzmann.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"Humphrey Desing",humphreyd.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",lap.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",croydonpk-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"Mt Challenger Wind Farm",mtchallengerwindfarm.com,"Adobe Experience Manager","Business And Industrial",AU,1,Commerce,50,,,,,3500
"",penshurst-h.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",bellingen-h.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
NLVPrint,nlvprint.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"John Locksmith Cerritos California",johnlocksmithcerritoscalifornia.shop,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
Commir,commir.it,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,3500
"",multimedia-solutions-949d9.web.app,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,3500
"",ashcroft-h.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
casinoin.io,casinoin.live,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",exploracruises.com.cn,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,3500
"Allianz Global Investors GmbH",allianz.ma,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3500
cocomexpuebla.com,cocomexpuebla.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"NM Home Solutions Group",nmhomesolutionsgroup.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",lmfactoring.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3500
"FIBERLINE TECHNOLOGY SOLUTION INC",fiberlinetech.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Yuanta Securities Plc",yuantacambodia.com.kh,"Adobe Experience Manager",Finance,"",1,Commerce,50,,,,,3500
"",waste4future.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
seethalwater.com,seethalwater.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",lurefishing.jp,"Adobe Experience Manager",Sports,JP,1,Commerce,50,,,,,3500
"",fincapbaba.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",etagehousevent.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Aig Australia Ltd",aigpcg.com.au,"Adobe Experience Manager",Finance,"",1,Commerce,50,,,,,3500
"Flaw Proof Privacy Policy",flawproof.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"AI Capital Connect",aicapitalconnect.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Zodiac Poolcare",zodiac-poolcare.pt,"Adobe Experience Manager","Business And Industrial",ES,1,Commerce,50,,,,,3500
"",atletikakadan.cz,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",marrickvil-i.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
Junkremovalmtpleasant.com,junkremovalmtpleasant.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",serviceteslashop.by,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"AMAG Group AG - Blog",amag-group.blog,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,3500
"",safeliveusa.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3500
"My Store",solarhomenergy.com.br,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3500
"",inverell-h.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"Mercer Co. Ltd",mercer.co.jp,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3500
"Assa Abloy AB",assaabloy.cn,"Adobe Experience Manager","Business And Industrial",SE,1,Commerce,50,,,,,3500
"",ouxiper.cn,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3500
"",nangus-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
dhivyahousingestates.in,dhivyahousingestates.in,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
BestPrimeEnergy,bestprimeenergy.site,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"BonChef se",bonchef.it,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Shawnee High School 40-Year Reunion",shawnee86.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"American International Group",aigpcg.ae,"Adobe Experience Manager",Finance,"",1,Commerce,50,,,,,3500
"",zodiac-poolcare.se,"Adobe Experience Manager","Law, Govt And Politics",ES,1,Commerce,50,,,,,3500
"",szzzdyf.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3500
"",eaton-power.com.cn,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3500
"Madhyanchal Gramin Bank",mgbank.co.in,"Adobe Experience Manager",Finance,IN,1,Commerce,50,,,,,3500
Automatish.ai,automatish.ai,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
hotanime,hotanime.co,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
AhaLeva,ahaleva.pl,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",nmaudio.com.au,"Adobe Experience Manager","Style And Fashion","",1,Commerce,50,,,,,3500
"Focus Krom",focuskrom.dk,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"South Bay Studios",southbaystudios.net,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3500
AbreFecha,abrefecha.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",embedsuperflash.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3500
"",ladybossbc.com,"Adobe Experience Manager",Unknown,SG,1,Commerce,50,,,,,3500
"",cartorioreborn.life,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",boroughsproperty.co.uk,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,3500
"",strollingtablesmiami.com,"Adobe Experience Manager",Sports,US,1,Commerce,50,,,,,3500
"",gewerbestrom.net,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"",coinasesores.mx,"Adobe Experience Manager",Unknown,MX,1,Commerce,50,,,,,3500
"",littleswan.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3500
"Seth Locksmith Arcadia California",sethlocksmitharcadiaca.shop,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",schoolair-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"Toggle navigation ",azdsprivacynotice.astrazeneca.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,3500
"",peninsulacommunityofschools.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"ABB Management Holding Ltd",hitachiabb-powergrids.com,"Adobe Experience Manager","Business And Industrial",CH,1,Commerce,50,,,,,3500
"",emhbt.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3500
"Lockheed Martin Corporation",authenticluxurywatches.com,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,3500
"",sandybeach-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"polygraphdc.com -",polygraphdc.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",samsung-customer.com,"Adobe Experience Manager","Home And Garden",EG,1,Commerce,50,,,,,3500
"",haier-customer.com,"Adobe Experience Manager","Home And Garden",EG,1,Commerce,50,,,,,3500
Fahrschuleschoch,fahrschuleschoch.ch,"Adobe Experience Manager",Unknown,CH,1,Commerce,50,,,,,3500
"",kariong-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",tullamore-c.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"Lohia Kia",lohiakia.com,"Adobe Experience Manager",Finance,IN,1,Commerce,50,,,,,3500
"David Locksmith Bellflower California",davidlocksmithbellflowercalifornia.shop,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",aiqualify.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"Rotobake Close Menu",rotobake.com,"Adobe Experience Manager","Business And Industrial",MY,1,Commerce,50,,,,,3500
devicepro.in,devicepro.in,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",casiostore.com.cn,"Adobe Experience Manager","Food And Drink","",1,Commerce,50,,,,,3500
"Armurerie Desforges",armurerie-desforges.com,"Adobe Experience Manager",Finance,FR,1,Commerce,50,,,,,3500
"Primary Care Plus",primarycareplus.com,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,50,,,,,3147
"",rutadelartrupestre.cat,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,2040
"",brospizzeriabar.com,"Adobe Experience Manager","Food And Drink",US,1,Commerce,50,,,,,2022
"Mente Tech",mentetech.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,1957
"",flowifypro.no,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,1833
"Virginia Commonwealth University",muluseo.com,"Adobe Experience Manager",Sports,CN,1,Commerce,50,,,,,1770
"",cphce.unsw.edu.au,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,1735
"US Bank National Association Payment Services",usbpayment.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,1550
"jimmydean SE",jimmydean.com,"Adobe Experience Manager","Food And Drink",US,1,Commerce,50,,,,,1410
"",jet-net.org,"Adobe Experience Manager",Sports,"",1,Commerce,50,,,,,1400
Beshortlisted,beshortlisted.com,"Adobe Experience Manager","Business And Industrial",NG,1,Commerce,50,,,,,1386
Moteogroup,moteogroup.com,"Adobe Experience Manager","Automotive And Vehicles",BE,1,Commerce,50,,,,,1254
FuneralParlour,funeralparlour.com,"Adobe Experience Manager",Sports,"",1,Commerce,50,,,,,1063
"",sensorialsaude.com.br,"Adobe Experience Manager",Unknown,BR,1,Commerce,50,,,,,980
"CAEM - Camara Argentina de Empresarios Mineros",caem.com.ar,"Adobe Experience Manager",Unknown,AR,1,Commerce,50,,,,,947
"",nailit.unsw.edu.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,827
"Sendero Nahuatl ",senderopetshop.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,753
"",padanauto.it,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,727
"Melissa Batchelor Warnke",melissabatchelorwarnke.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,700
"",play-test.flinders.edu.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,700
"Springarm by Metalform",springarm.co.nz,"Adobe Experience Manager","Business And Industrial",NZ,1,Commerce,50,,,,,688
"Alliance Medical",alliancemedical.med.br,"Adobe Experience Manager","Health And Fitness","",1,Commerce,50,,,,,677
"Cofresco Trademark Note",toppits.se,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,600
Mogupets,mogupets.com,"Adobe Experience Manager",Science,SG,1,Commerce,50,,,,,597
"Head Clean",headclean.rs,"Adobe Experience Manager",Unknown,RS,1,Commerce,50,,,,,557
"CDEJ LA RESURRECTION",cdejlaresurrection.com,"Adobe Experience Manager",Unknown,TG,1,Commerce,50,,,,,557
Sparerows,sparerows.com,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,50,,,,,557
"BLACK WALLSTREET",blackwallstreets.net,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,527
"Stratis Web",stratisweb.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,497
"",solutioninfrasecinfo.com,"Adobe Experience Manager","Business And Industrial",FR,1,Commerce,50,,,,,497
"UNIVERSIDAD LG",universidadlg.com.pe,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,490
"",twosevenscapital.com,"Adobe Experience Manager","Real Estate",CA,1,Commerce,50,,,,,485
"William Simpson Cars",williamsimpson.co.za,"Adobe Experience Manager","Automotive And Vehicles",ZA,1,Commerce,50,,,,,396
GrowBox,growbox.co.nz,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,367
"Multipolar Technology",multipolar.com,"Adobe Experience Manager","Business And Industrial",ID,1,Commerce,50,,,,,350
"PJW Electrics",pjwelectrics.com,"Adobe Experience Manager","Home And Garden",GB,1,Commerce,50,,,,,322
"Rispoli Gioielli",rispoligioielli.it,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,287
"",tefe.am.gov.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,220
"",style-ksk-ratzeburg.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,80
co-work.cz,co-work.cz,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,60
"cursos joyle",cursosjoyle.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,60
"",mistriman.in,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,60
"",lppgroupth.com,"Adobe Experience Manager",Unknown,TH,1,Commerce,50,,,,,60
"",linkeyegroup.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,60
"",zelium.net,"Adobe Experience Manager","Business And Industrial",MY,1,Commerce,50,,,,,60
"Wahoo Diving Center",wahoodivingcenter.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,44
"Trinity Homes AZ",trinityhomesaz.com,"Adobe Experience Manager","Home And Garden",US,1,Commerce,50,,,,,0
"Equitable Holdings Inc",equitable.com,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,0
"Baker Street Publishing",bakerstreetpublishing.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",narara-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"OneTrust LLC",ubuntutoday.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,0
"King & Wood Mallesons Ltd",kwm.com,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,0
"BridgePort Financial Solutions",bridgeport.financial,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"Plus Your Business",plusyourbusiness.com,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,0
"Truist Financial Corporation",bbt-uk.net,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",12ahmtc-eng.sydney.edu.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"Dentsply International",dentsply.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"Welch Group",welchgrouprealty.com,"Adobe Experience Manager",Travel,US,1,Commerce,50,,,,,0
"",fiat-kuwait.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,0
"",pneufurado.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",rawattravels.com,"Adobe Experience Manager",Travel,IN,1,Commerce,50,,,,,0
"",jostarifa.com,"Adobe Experience Manager","Business And Industrial",CA,1,Commerce,50,,,,,0
"",truckerplates.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",translogissticsdeliveryservice.site,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"Novo Nordisk",novonordisk.ph,"Adobe Experience Manager",Careers,AL,1,Commerce,50,,,,,0
"Atco Blue Flame Kitchen",atcoblueflamekitchen.com,"Adobe Experience Manager","Food And Drink",CA,1,Commerce,50,,,,,0
"Cyber Times",cyber-times.org,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"",livewillardtowers.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",gilyap.com.tr,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"BOCA MMXII - Official website",bocatime.com,"Adobe Experience Manager","Style And Fashion",MX,1,Commerce,50,,,,,0
Patheon,patheon.cn,"Adobe Experience Manager",Science,US,1,Commerce,50,,,,,0
"The Girlfriend",thegirlfriend.com,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,50,,,,,0
"",rhbabyandchild.ca,"Adobe Experience Manager","Home And Garden","",1,Commerce,50,,,,,0
elmarwahospital-icu,elmarwahospital-icu.com,"Adobe Experience Manager",Unknown,EG,1,Commerce,50,,,,,0
"",dsms.info,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",linneaiusa.com,"Adobe Experience Manager","Hobbies And Interests","",1,Commerce,50,,,,,0
"",pivicenergy.com,"Adobe Experience Manager",Unknown,NG,1,Commerce,50,,,,,0
"Premium Funding Pty Ltd",premiumfunding.net.au,"Adobe Experience Manager",Finance,AU,1,Commerce,50,,,,,0
"",vivavoce.live,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",worthyhealth.com,"Adobe Experience Manager","Food And Drink","",1,Commerce,50,,,,,0
"",wcbank.com,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,0
Cokaiina,cokaiina.com,"Adobe Experience Manager","Style And Fashion",AU,1,Commerce,50,,,,,0
"",leura-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"S.T. CORPORATION",nyantomo.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"Henkel AG & Co",natureboxbeauty.nl,"Adobe Experience Manager",Science,"",1,Commerce,50,,,,,0
"Tactica Consulting",tacticaconsulting.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"",xn--czro23kprb91i.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,0
"",lnganalysis.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",dieselgrace.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
Bytecode,bytecode.technology,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,0
"Brownlee Global Network",brownleeglobal.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
ModernUni,modernuni.bg,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",im-aesthetics.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,0
"",jjkellerdatasense.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"ChoiExper Ltd",choiexpert.com,"Adobe Experience Manager",Science,GR,1,Commerce,50,,,,,0
"",windang-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"Explora Journeys",explorajourneys.com,"Adobe Experience Manager",Travel,IT,1,Commerce,50,,,,,0
"Skip to main co",storyworks1-aem64-stage.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",ekranac.com,"Adobe Experience Manager",Finance,"",1,Commerce,50,,,,,0
"",cartoonagent.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"Mining TAG",miningtag.com,"Adobe Experience Manager","Business And Industrial",MX,1,Commerce,50,,,,,0
"Bridgestone Corporation",bridgestone.dk,"Adobe Experience Manager","Automotive And Vehicles",BE,1,Commerce,50,,,,,0
"",ipdiamond.co.il,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",fbrmetal.com.br,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"iEOA Corporation",cdfamilyarms.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",publicissolutions.com.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"Stuck Door Rehab",stuckdoor.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",woodhardener.org,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"Activision Publishing Inc",rewardcp.shop,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"Quick Rice Purity Test",quickricepuritytest.com,"Adobe Experience Manager","Law, Govt And Politics","",1,Commerce,50,,,,,0
"Connected Destinations Limited",connecteddestinations.co.uk,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,0
"Woburn Toyota",woburntoyota.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,0
Dog-a-holics,dogaholics.com,"Adobe Experience Manager","Family And Parenting",US,1,Commerce,50,,,,,0
"",palamesanursery.com,"Adobe Experience Manager","Home And Garden",US,1,Commerce,50,,,,,0
"",splashguard.org,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
Nuvola,chefandchic.store,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,0
blogging-circle.com,blogging-circle.com,"Adobe Experience Manager",Travel,"",1,Commerce,50,,,,,0
"John Wiley & Sons Inc",wiley.com,"Adobe Experience Manager",Science,US,1,Commerce,50,,,,,0
"BRIDGESTONE BRANDS LLC",bridgestonegolf.com,"Adobe Experience Manager","Style And Fashion",US,1,Commerce,50,,,,,0
"Corning Incorporated",akinfefatou.com,"Adobe Experience Manager",Science,US,1,Commerce,50,,,,,0
"",howtogetridofcarpenterants.org,"Adobe Experience Manager","Home And Garden","",1,Commerce,50,,,,,0
"",thirlmere-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"Activision Publishing Inc",freecp.top,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",toofanmail.com,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"",roastandsteep.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",squirrelstashnuts.com,"Adobe Experience Manager","Food And Drink",US,1,Commerce,50,,,,,0
"",johnckj.com,"Adobe Experience Manager","Real Estate",US,1,Commerce,50,,,,,0
